"","School Name","URL","State","index"
"228","Nazarene Theological Seminary","http://nts.edu","MO",228
"229","Case Western Reserve University","http://case.edu","OH",229
"230","Loyola Marymount University","http://lmu.edu","CA",230
"231","Kansas State University","http://k-state.edu","KS",231
"232","Vanguard University","http://vanguard.edu","CA",232
"233","Gavilan College","http://gavilan.edu","CA",233
"234","Nyack College","http://nyack.edu","NY",234
"235","College of Charleston","http://cofc.edu","SC",235
"236","University of Maine at Presque Isle","http://umpi.edu","ME",236
"237","Renton Technical College","http://rtc.edu","WA",237
"238","University of Massachusetts Boston","http://umb.edu","MA",238
"239","University of Arizona","http://arizona.edu","AZ",239
"240","Anne Arundel Community College","http://aacc.edu","MD",240
"241","NHTI Concord’s Community College","http://nhti.edu","NH",241
"242","Oral Roberts University","http://oru.edu","OK",242
"243","Massachusetts Maritime Academy","http://maritime.edu","MA",243
"244","University of Texas Dallas","http://utdallas.edu","TX",244
"245","Lamar State College – Orange","http://lsco.edu","TX",245
"246","Montana Tech of the University of Montana","http://mtech.edu","MT",246
"247","Warner University","http://warner.edu","FL",247
"248","Agnes Scott College","http://agnesscott.edu","GA",248
"249","Plymouth State University","http://plymouth.edu","NH",249
"250","Southwestern Christian University","http://swcu.edu","OK",250
"251","University of Nebraska Medical Center","http://unmc.edu","NE",251
"252","William Howard Taft University","http://taft.edu","CO",252
"253","Mount Saint Marry College","http://msmc.edu","NY",253
"254","The Touro College and University System","http://touro.edu","NY",254
"255","Yavapai College","http://yc.edu","AZ",255
"256","University of New Hampshire","http://unh.edu","NH",256
"257","Kentucky State University","http://kysu.edu","KY",257
"258","Brookdale Community College","http://brookdalecc.edu","NJ",258
"259","College of the Redwoods","http://redwoods.edu","CA",259
"260","Huntington College of Health Sciences","http://hchs.edu","TN",260
"261","Saint Olaf College","http://stolaf.edu","MN",261
"262","Saginaw Valley State University","http://svsu.edu","MI",262
"263","Farmingdale State College","http://farmingdale.edu","NY",263
"264","Whitman College","http://whitman.edu","WA",264
"265","Rose State College","http://rose.edu","OK",265
"266","Shenandoah University","http://su.edu","VA",266
"267","Rosalind Franklin University","http://rosalindfranklin.edu","IL",267
"268","University of Michigan","http://umich.edu","MI",268
"269","Birmingham-Southern College","http://bsc.edu","AL",269
"270","La’ James College","http://lajames.edu","IA",270
"271","The University of Akron","http://uakron.edu","OH",271
"272","University of Texas Southwestern Medical Center","http://utsouthwestern.edu","TX",272
"273","New Paltz","http://newpaltz.edu","NY",273
"274","Georgia South Western State University","http://gsw.edu","GA",274
"275","Durham Technical Community College","http://durhamtech.edu","NC",275
"276","Denison University","http://denison.edu","OH",276
"277","Athens State University","http://athens.edu","AL",277
"278","West Texas A&M University","http://wtamu.edu","TX",278
"279","Dallas Baptist University","http://dbu.edu","TX",279
"280","Lackawanna College","http://lackawanna.edu","PA",280
"281","Angelo State University","http://angelo.edu","TX",281
"282","Medical University of South Carolina","http://musc.edu","SC",282
"283","University of Alaska","http://alaska.edu","AK",283
"284","Central Maine Community College","http://cmcc.edu","ME",284
"285","Hawkeye Community College","http://hawkeyecollege.edu","IA",285
"286","Berea College","http://berea.edu","KY",286
"287","NewSchool of Architecture and Design","http://newschoolarch.edu","CA",287
"288","West Coast Baptist College","http://wcbc.edu","CA",288
"289","Middlesex Community College","http://mxcc.edu","MA",289
"290","Benedictine University","http://ben.edu","IL",290
"291","North Lake College","http://northlakecollege.edu","TX",291
"292","Harvard University","http://harvard.edu","MA",292
"293","Ohio Wesleyan University","http://owu.edu","OH",293
"294","Cedar Valley College","http://cedarvalleycollege.edu","TX",294
"295","Lees McRae College","http://lmc.edu","NC",295
"296","Metropolitan Community College","http://mcckc.edu","MO",296
"297","South Suburban College","http://ssc.edu","IL",297
"298","Institute of Production and Recording","http://ipr.edu","MN",298
"299","Indiana University of Pennsylvania","http://iup.edu","PA",299
"300","Pima Community College","http://pima.edu","AZ",300
"301","City College of San Francisco","http://ccsf.edu","CA",301
"302","Auburn University","http://auburn.edu","AL",302
"303","Blackfeet Community College","http://bfcc.edu","MT",303
"304","Rutgers University","http://rutgers.edu","NJ",304
"305","Hartnell College","http://hartnell.edu","CA",305
"306","Columbia School of English","http://cs.edu","OR",306
"307","Northwest Florida State College","http://nwfsc.edu","FL",307
"308","Grand Canyon University","http://gcu.edu","AZ",308
"309","Harrison College","http://harrison.edu","IN",309
"310","Emmanuel College","http://emmanuel.edu","MA",310
"311","University of North Carolina at Chapel Hill","http://unc.edu","NC",311
"312","Lane Community College","http://lanecc.edu","OR",312
"313","Washburn University","http://washburn.edu","KS",313
"314","Northwestern Michigan College","http://nmc.edu","MI",314
"315","Alma College","http://alma.edu","MI",315
"316","Aquinas Institute of Theology","http://ai.edu","MO",316
"317","Judson University","http://judsonu.edu","IL",317
"318","Salem State University","http://salemstate.edu","MA",318
"319","Neumann University","http://neumann.edu","PA",319
"320","University of North Carolina Charlotte","http://uncc.edu","NC",320
"321","Santa Fe College","http://sfcollege.edu","FL",321
"322","Riverside Community College District","http://rccd.edu","CA",322
"323","The Boston Conservatory","http://bostonconservatory.edu","MA",323
"324","University of Vermont","http://uvm.edu","VT",324
"325","Austin Community College District","http://austincc.edu","TX",325
"326","Sinte Gleska University","http://sintegleska.edu","SC",326
"327","College of Southern Idaho","http://csi.edu","ID",327
"328","Rensselaer Polytechnic Institute","http://rpi.edu","NY",328
"329","The University of Chicago Booth School of Business","http://chicagobooth.edu","IL",329
"330","College of Lake County","http://clcillinois.edu","IL",330
"331","Duke University","http://duke.edu","NC",331
"332","Virginia Commonwealth University","http://vcu.edu","VA",332
"333","Midland College","http://midland.edu","TX",333
"334","Keene State College","http://keene.edu","NH",334
"335","University of Arkansas at Pine Bluff","http://uapb.edu","AR",335
"336","Fortis Institute","http://fortis.edu","NJ",336
"337","Colorado Heights University","http://chu.edu","CO",337
"338","Columbus Technical College","http://columbustech.edu","GA",338
"339","University of Cincinnati","http://uc.edu","OH",339
"340","Columbia College","http://gocolumbia.edu","CA",340
"341","Benedictine College","http://benedictine.edu","KS",341
"342","George Mason University","http://gmu.edu","VA",342
"343","Albany Technical College","http://albanytech.edu","GA",343
"344","Missouri State University","http://missouristate.edu","MO",344
"345","Florida National University","http://fnu.edu","FL",345
"346","Cameron University","http://cameron.edu","OK",346
"347","Highline College","http://highline.edu","WA",347
"348","Piedmont Community College","http://piedmontcc.edu","NC",348
"349","Canton State University of New York","http://canton.edu","NY",349
"350","University at Buffalo","http://buffalo.edu","NY",350
"351","Carnegie Institution for Science","http://carnegiescience.edu","DC",351
"352","Texas A&M Health Science Center","http://tamhsc.edu","TX",352
"353","Porterville College","http://portervillecollege.edu","CA",353
"354","D’Youville College","http://dyc.edu","NY",354
"355","County College of Morris","http://ccm.edu","NJ",355
"356","Owens Community College","http://owens.edu","OH",356
"357","Our Lady of the Lake University","http://ollusa.edu","TX",357
"358","Westmoreland County Community College","http://wccc.edu","PA",358
"359","Marywood University","http://marywood.edu","PA",359
"360","Mount Saint Mary’s University","http://msmary.edu","MD",360
"361","Southeastern Bible College","http://sebc.edu","AL",361
"362","North Carolina Wesleyan College","http://ncwc.edu","NC",362
"363","Morehouse School of Medicine","http://msm.edu","GA",363
"364","Oklahoma State University","http://osuokc.edu","OK",364
"365","The George Washington University","http://gwu.edu","DC",365
"366","Wartburg College","http://wartburg.edu","IA",366
"367","Maryville University","http://maryville.edu","MO",367
"368","Thomas Nelson Community College","http://tncc.edu","VA",368
"369","Stratford University","http://stratford.edu","VA",369
"370","University of Nebraska","http://nebraska.edu","NE",370
"371","Oklahoma State University","http://okstate.edu","OK",371
"372","Connors State College","http://connorsstate.edu","OK",372
"373","Indiana University East","http://iue.edu","IN",373
"374","Columbia College","http://ccis.edu","MO",374
"375","Frostburg State University","http://frostburg.edu","MD",375
"376","Viterbo University","http://viterbo.edu","WI",376
"377","University of Mary Hardin-Baylor","http://umhb.edu","TX",377
"378","Rose-Hulman Institute of Technology","http://rose-hulman.edu","IN",378
"379","New Life Theological Seminary","http://nlts.edu","NC",379
"380","Rhose Island School of Design","http://risd.edu","RI",380
"381","Malone University","http://malone.edu","OH",381
"382","Mercyhurst University","http://mercyhurst.edu","PA",382
"383","Frederick Taylor University","http://ftu.edu","CA",383
"384","Hillsborough Community College","http://hccfl.edu","FL",384
"385","Southwestern Community College","http://southwesterncc.edu","NC",385
"386","Charlotte School of Law","http://charlottelaw.edu","NC",386
"387","The University of Kansas","http://ku.edu","KS",387
"388","Oklahoma City University","http://okcu.edu","OK",388
"389","Bryn Mawr College","http://brynmawr.edu","PA",389
"390","Marygrove College","http://marygrove.edu","MI",390
"391","Southern Illinois University Edwardsville","http://siue.edu","IL",391
"392","Mount San Jacinto College","http://msjc.edu","CA",392
"393","Otterbein University","http://otterbein.edu","OH",393
"394","Lincoln Land Community College","http://llcc.edu","IL",394
"395","Butler County Community College","http://bc3.edu","PA",395
"396","University of Tulsa","http://utulsa.edu","OK",396
"397","University of Colorado","http://cu.edu","CO",397
"398","Rider University","http://rider.edu","NJ",398
"399","Houston Baptist University","http://hbu.edu","TX",399
"400","Felician College","http://felician.edu","NJ",400
"401","Georgia Gwinnett College","http://ggc.edu","GA",401
"402","Misericordia University","http://misericordia.edu","PA",402
"403","Los Rios Community College District","http://losrios.edu","CA",403
"404","University of South Florida Saint Petersburg","http://usfsp.edu","FL",404
"405","Weber State University","http://weber.edu","UT",405
"406","San Bernardino Valley College","http://valleycollege.edu","CA",406
"407","Illinois Valley Community College","http://ivcc.edu","IL",407
"408","Florida Southern College","http://flsouthern.edu","FL",408
"409","Tunxis Community College","http://tunxis.edu","CT",409
"410","University of Montana Helena College","http://umhelena.edu","MT",410
"411","University of Central Florida","http://ucf.edu","FL",411
"412","University of Dayton","http://udayton.edu","OH",412
"413","Antioch University New England","http://antiochne.edu","NH",413
"414","Harrisburg Area Community College","http://hacc.edu","PA",414
"415","Green River Community College","http://greenriver.edu","WA",415
"416","Fashion Institute of Technology","http://fitnyc.edu","NY",416
"417","DigiPen Institute of Technology","http://digipen.edu","WA",417
"418","Urbana University","http://urbana.edu","OH",418
"419","California State University East Bay","http://csueastbay.edu","CA",419
"420","West Virginia Northern Community College","http://wvncc.edu","WV",420
"421","Schreiner University","http://schreiner.edu","TX",421
"422","Marshall University","http://marshall.edu","WV",422
"423","Reynolds Community College","http://reynolds.edu","VA",423
"424","Berkshire Community College","http://berkshirecc.edu","MA",424
"425","The American Musical and Dramatic Academy","http://amda.edu","NY",425
"426","University of Pittsburgh","http://pitt.edu","PA",426
"427","Wake Technical Community College","http://waketech.edu","NC",427
"428","West Valley College","http://westvalley.edu","CA",428
"429","University of North Carolina Greensboro","http://uncg.edu","NC",429
"430","Assumption College","http://assumption.edu","MA",430
"431","University of Montana","http://umt.edu","MT",431
"432","Northern State University","http://northern.edu","SD",432
"433","Cedarville University","http://cedarville.edu","OH",433
"434","Henry Ford College","http://hfcc.edu","MI",434
"435","Union University","http://uu.edu","TN",435
"436","Harding University","http://harding.edu","AR",436
"437","Joseph’s College","http://josephscollege.edu","NE",437
"438","Queens University of Charlotte","http://queens.edu","NC",438
"439","Stephen F. Austin State University","http://sfasu.edu","TX",439
"440","Dabney S. Lancaster Community College","http://dslcc.edu","VA",440
"441","Carroll University","http://carrollu.edu","WI",441
"442","Washington University in Saint Louis","http://wustl.edu","MO",442
"443","California Miramar University","http://calmu.edu","CA",443
"444","Texas A&M University Texarkana","http://tamut.edu","TX",444
"445","Central Arizona College","http://centralaz.edu","AZ",445
"446","Hagerstown Community  College","http://hagerstowncc.edu","MD",446
"447","Alexandria Technical & Community College","http://alextech.edu","MN",447
"448","University of Arkansas at Little Rock","http://ualr.edu","AR",448
"449","Victor Valley College","http://vvc.edu","CA",449
"450","University of California Hastings College of the Law","http://uchastings.edu","CA",450
"451","Colby College","http://colby.edu","ME",451
"452","Santa Monica College","http://smc.edu","CA",452
"453","Ross University","http://rossu.edu","NJ",453
"454","Saint Joseph’s University","http://sju.edu","PA",454
"455","Montserrat College of Art","http://montserrat.edu","MA",455
"456","Oakland City University","http://oak.edu","IN",456
"457","Lake Forest College","http://lakeforest.edu","IL",457
"458","Baptist Health System School of Health Professions","http://bshp.edu","TX",458
"459","Williams Baptist College","http://wbcoll.edu","AR",459
"460","Bakersfield College","http://bakersfieldcollege.edu","CA",460
"461","Northern Michigan University","http://nmu.edu","MI",461
"462","Evangel University","http://evangel.edu","MO",462
"463","Southwestern Oklahoma State Univeristy","http://swosu.edu","OK",463
"464","Wilmington College","http://wilmington.edu","OH",464
"465","Shawnee State University","http://shawnee.edu","OH",465
"466","University of Evansville","http://evansville.edu","IN",466
"467","Tulsa Community College","http://tulsacc.edu","OK",467
"468","Rocky Mountain College","http://rocky.edu","MT",468
"469","Milwaukee Area Technical College","http://matc.edu","WI",469
"470","Temple University","http://temple.edu","PA",470
"471","University of California Santa Cruz Silicon Valley Extension","http://ucsc-extension.edu","CA",471
"472","Westminster College, Missouri","http://westminster-mo.edu","MO",472
"473","Fairleigh Dickinson University","http://fdu.edu","NJ",473
"474","Vermont Technical College","http://vtc.edu","VT",474
"475","Manchester University","http://manchester.edu","IN",475
"476","The University of Memphis","http://memphis.edu","TN",476
"477","Shaw University","http://shawu.edu","NC",477
"478","Volunteer State Community College","http://volstate.edu","TN",478
"479","Saint Lawrence University","http://stlawu.edu","NY",479
"480","University of Portland","http://up.edu","OR",480
"481","Seattle Pacific University","http://spu.edu","WA",481
"482","Chowan University","http://chowan.edu","NC",482
"483","Middle Tennessee State University","http://mtsu.edu","TN",483
"484","Southern Oregon University","http://sou.edu","OR",484
"485","Pennsylvania Academy of the Fine Arts","http://pafa.edu","PA",485
"486","University of Massachusetts Dartmouth","http://umassd.edu","MA",486
"487","Bowling Green State University","http://bgsu.edu","OH",487
"488","Northwest-Shoals Community College","http://nwscc.edu","AL",488
"489","University of Wisconsin River Falls","http://uwrf.edu","WI",489
"490","Acupuncture & Integrative Medicine College","http://aimc.edu","CA",490
"491","Grand Rapids Community College","http://grcc.edu","MI",491
"492","Marist College","http://marist.edu","NY",492
"493","Univeristy of Iowa","http://uiowa.edu","IA",493
"494","University of Cincinnati Clermont","http://ucclermont.edu","OH",494
"495","Tulane University","http://tulane.edu","LA",495
"496","Aultman College of Nursing and Health Sciences","http://aultmancollege.edu","OH",496
"497","Buffalo State University","http://buffalostate.edu","NY",497
"498","Olivet Nazarene University","http://olivet.edu","IL",498
"499","Mid-America Christian University","http://macu.edu","OK",499
"500","Saint Mary’s College of Maryland","http://smcm.edu","MD",500
"501","Daytona State College","http://daytonastate.edu","FL",501
"502","North Greenville University","http://ngu.edu","SC",502
"503","York Technical College","http://yorktech.edu","SC",503
"504","Saint Leo University","http://saintleo.edu","FL",504
"505","Lake Sumter State College","http://lssc.edu","FL",505
"506","University of the Virgin Islands","http://uvi.edu","USVI",506
"507","Goodwin College","http://goodwin.edu","CT",507
"508","Davidson College","http://davidson.edu","NC",508
"509","Unity College","http://unity.edu","ME",509
"510","Central Texas College","http://ctcd.edu","TX",510
"511","Granite State College","http://granite.edu","NH",511
"512","Jackson State Community College","http://jscc.edu","TN",512
"513","Manhattan College","http://manhattan.edu","NY",513
"514","Rockland Community College","http://sunyrockland.edu","NY",514
"515","Cape Fear Community College","http://cfcc.edu","NC",515
"516","Montana State University Billings","http://msubillings.edu","MT",516
"517","College of the Holy Cross","http://holycross.edu","MA",517
"518","College of the Atlantic","http://coa.edu","ME",518
"519","Louisiana State University – Eunice","http://lsue.edu","LA",519
"520","Wittenberg University","http://wittenberg.edu","OH",520
"521","Gonzaga University","http://gonzaga.edu","WA",521
"522","Chippewa Valley Technical College","http://cvtc.edu","WI",522
"523","University of Alaska Fairbanks","http://uaf.edu","AK",523
"524","San Diego City College","http://sdcity.edu","CA",524
"525","LSU Health Sciences Center – New Orleans","http://lsuhsc.edu","LA",525
"526","Colorado State University","http://colostate.edu","CO",526
"527","University of Wisconsin Platteville","http://uwplatt.edu","WI",527
"528","University of Saint Thomas","http://stthomas.edu","MN",528
"529","California State University Dominguez Hills","http://csudh.edu","CA",529
"530","Lafayette College","http://lafayette.edu","PA",530
"531","East Mississippi Community College","http://eastms.edu","MS",531
"532","California Institute of Integral Studies","http://ciis.edu","CA",532
"533","South Seattle College","http://southseattle.edu","WA",533
"534","Brown University","http://brown.edu","RI",534
"535","Wayne State College","http://wsc.edu","NE",535
"536","Des Moines Area Community College","http://dmacc.edu","IA",536
"537","Washington and Jefferson  College","http://washjeff.edu","PA",537
"538","Allegheny College","http://allegheny.edu","PA",538
"539","Virginia’s Community Colleges","http://vccs.edu","VA",539
"540","College of the Siskiyous","http://siskiyous.edu","CA",540
"541","Ivy Tech Community College","http://ivytech.edu","IN",541
"542","Pueblo Community College","http://pueblocc.edu","CO",542
"543","Paul Smith’s College","http://paulsmiths.edu","NY",543
"544","Marietta College","http://marietta.edu","OH",544
"545","Loras College","http://loras.edu","IA",545
"546","University of Utah","http://utah.edu","UT",546
"547","University of South Carolina Upstate","http://uscupstate.edu","SC",547
"548","State University of New York at Adirondack","http://sunyacc.edu","NY",548
"549","Bryan College of Health Sciences","http://bryanhealth.com","NE",549
"550","Concordia University Portland Oregon","http://cu-portland.edu","OR",550
"551","Purchase College","http://purchase.edu","NY",551
"552","Ithaca College","http://ithaca.edu","NY",552
"553","Northern Maine Community College","http://nmcc.edu","ME",553
"554","Shippensburg University","http://ship.edu","PA",554
"555","Allied American University","http://allied.edu","CA",555
"556","University of West Georgia","http://westga.edu","GA",556
"557","Northern Wyoming Community College District","http://sheridan.edu","WY",557
"558","New York Film Academy","http://nyfa.edu","NY",558
"559","Laney  College","http://laney.edu","CA",559
"560","Linfield College","http://linfield.edu","OR",560
"561","Framingham State University","http://framingham.edu","MA",561
"562","Grossmont College","http://grossmont.edu","CA",562
"563","Mount Saint Mary’s College","http://la.edu","CA",563
"564","University of Texas Brownsville","http://utb.edu","TX",564
"565","Thomas University","http://thomasu.edu","GA",565
"566","Saint Anthony College of Nursing","http://sacn.edu","IL",566
"567","Liberty University","http://liberty.edu","VA",567
"568","Florida International University","http://fiu.edu","FL",568
"569","Institute of Design and Construction","http://idc.edu","NY",569
"570","Saint Mary’s University","http://stmarytx.edu","TX",570
"571","Massachusetts Department of Higher Education","http://mass.edu","MA",571
"572","Central State University","http://centralstate.edu","OH",572
"573","Washtenaw Community College","http://wccnet.edu","MI",573
"574","Princeton Theological Seminary","http://ptsem.edu","NJ",574
"575","Ventura College","http://venturacollege.edu","CA",575
"576","Truckee Meadows Community College","http://tmcc.edu","NV",576
"577","San Jacinto College","http://sanjac.edu","TX",577
"578","Drake University","http://drake.edu","IA",578
"579","King University","http://king.edu","TN",579
"580","Xavier University of Louisiana","http://xula.edu","LA",580
"581","Pasadena City College","http://pasadena.edu","CA",581
"582","Gardner-Webb University","http://gardner-webb.edu","NC",582
"583","Northeast Community College","http://northeast.edu","NE",583
"584","DeVry University","http://devry.edu","TN",584
"585","University of Arkansas for Medical Sciences","http://uams.edu","AR",585
"586","Lancaster County Career and Technology Center","http://lancasterctc.edu","PA",586
"587","Northeast Mississippi Community College","http://nemcc.edu","MS",587
"588","Everett Community College","http://everettcc.edu","WA",588
"589","Rogers State University","http://rsu.edu","OK",589
"590","Crafton Hills College","http://craftonhills.edu","CA",590
"591","Illinois Institute of Technology","http://iit.edu","IL",591
"592","College of Marin","http://marin.edu","CA",592
"593","College of the Mainland","http://com.edu","TX",593
"594","The Sages Colleges","http://sage.edu","NY",594
"595","Cazenovia College","http://cazenovia.edu","NY",595
"596","North American University","http://northamerican.edu","TX",596
"597","United States Military Academy West Point","http://usma.edu","NY",597
"598","University of Main at Augusta","http://uma.edu","ME",598
"599","Montgomery Blair High School","http://mbhs.edu","MD",599
"600","Milwaukee Institute of Art and Design","http://miad.edu","WI",600
"601","California State University San Marcos","http://csusm.edu","CA",601
"602","Lansdale School of Business","http://lsb.edu","PA",602
"603","Middlebury College","http://middlebury.edu","VT",603
"604","Ohio State University","http://osu.edu","OH",604
"605","Mount Ida College","http://mountida.edu","MA",605
"606","Iowa Central Community College","http://iowacentral.edu","IA",606
"607","Santa Clara University","http://scu.edu","CA",607
"608","MGH Institute of Health Professions","http://mghihp.edu","MA",608
"609","Houston Community College","http://hccs.edu","TX",609
"610","Syracuse University","http://syr.edu","NY",610
"611","King’s College","http://kings.edu","PA",611
"612","Stanly Community College","http://stanly.edu","NC",612
"613","Keck Graduate Institute","http://kgi.edu","CA",613
"614","The Claremont Colleges","http://claremont.edu","CA",614
"615","Midwestern Career College","http://mccollege.edu","IL",615
"616","Kennesaw State University","http://kennesaw.edu","GA",616
"617","Gettysburg College","http://gettysburg.edu","PA",617
"618","Universty of Houston","http://uh.edu","TX",618
"619","Point Loma Nazarene University","http://pointloma.edu","CA",619
"620","Cardinal Stritch University","http://stritch.edu","WI",620
"621","Metropolitan State University of Denver","http://msudenver.edu","CO",621
"622","Cincinnati College of Mortuary Science","http://ccms.edu","OH",622
"623","Lewis and Clark","http://lclark.edu","OR",623
"624","Rice University","http://rice.edu","TX",624
"625","Holy Family University","http://holyfamily.edu","PA",625
"626","Saddleback College","http://saddleback.edu","CA",626
"627","Montclair State University","http://montclair.edu","NJ",627
"628","Rhodes College","http://rhodes.edu","TN",628
"629","Three Rivers Community College","http://threerivers.edu","CT",629
"630","University of Rhode Island","http://uri.edu","RI",630
"631","California Western School of Law San Diego","http://cwsl.edu","CA",631
"632","Loyola University Chicago","http://luc.edu","IL",632
"633","Santa Rosa Junior College","http://santarosa.edu","CA",633
"634","Canada College","http://canadacollege.edu","CA",634
"635","Hocking College","http://hocking.edu","OH",635
"636","Iowa Western Community College","http://iwcc.edu","IA",636
"637","Keystone College","http://keystone.edu","PA",637
"638","Space Coast Health Institute","http://spacecoast.edu","FL",638
"639","Grove City College","http://gcc.edu","PA",639
"640","University of Nebraska at Kearney","http://unk.edu","NE",640
"641","Cumberland University","http://cumberland.edu","TN",641
"642","Bossier Parish Community College","http://bpcc.edu","LA",642
"643","Elizabethtown College","http://etown.edu","PA",643
"644","Pennsylvania Gunsmith School","http://pagunsmith.edu","PA",644
"645","La Salle University","http://lasalle.edu","PA",645
"646","Hofstra University","http://hofstra.edu","NY",646
"647","Sierra Nevada College","http://sierranevada.edu","NV",647
"648","Seminary of the Southwest","http://ssw.edu","TX",648
"649","North Hennepin Community College","http://nhcc.edu","MN",649
"650","Community College of Aurora","http://ccaurora.edu","CO",650
"651","Piedmont College","http://piedmont.edu","GA",651
"652","Reinhardt University","http://reinhardt.edu","GA",652
"653","Oberlin College and Conservatory","http://oberlin.edu","OH",653
"654","Pasco-Hernando State College","http://phsc.edu","FL",654
"655","Las Positas College","http://laspositascollege.edu","CA",655
"656","California State University Bakersfield","http://csub.edu","CA",656
"657","Tyler Junior College","http://tjc.edu","TX",657
"658","Sojourner-Douglass College","http://sdc.edu","MD",658
"659","Southwest Minnesota State University","http://smsu.edu","MN",659
"660","Saint John Fisher College","http://sjfc.edu","NY",660
"661","Unitek College","http://unitekcollege.edu","CA",661
"662","Dominican College","http://dc.edu","NY",662
"663","Presbyterian College","http://presby.edu","SC",663
"664","Pearl River Community College","http://prcc.edu","MS",664
"665","Lamar University","http://lamar.edu","TX",665
"666","Brandman University","http://brandman.edu","CA",666
"667","Carnegie Mellon University","http://cmu.edu","PA",667
"668","Foothill College","http://foothill.edu","CA",668
"669","Georgia Perimeter College","http://gpc.edu","GA",669
"670","University of Wisconsin Whitewater","http://uww.edu","WI",670
"671","Holy Cross College","http://hcc-nd.edu","IN",671
"672","Ozarks Technical Community College","http://otc.edu","MO",672
"673","Seattle Institute of Oriental Medicine","http://siom.edu","WA",673
"674","Juniata College","http://juniata.edu","PA",674
"675","Kentucky Christian University","http://kcu.edu","KY",675
"676","The University of Oklahoma Health Sciences Center","http://ouhsc.edu","OK",676
"677","Everglades University","http://evergladesuniversity.edu","FL",677
"678","Kalamazoo College","http://kzoo.edu","MI",678
"679","Carroll Community College","http://carrollcc.edu","MD",679
"680","Western Nevada College","http://wnc.edu","NV",680
"681","New York Institute of Technology","http://nyit.edu","NY",681
"682","Curry College","http://curry.edu","MA",682
"683","Texas State Technical College","http://tstc.edu","TX",683
"684","Muskingum University","http://muskingum.edu","OH",684
"685","University of the Southwest","http://usw.edu","NM",685
"686","Carver College","http://carver.edu","GA",686
"687","The Citadel Military College of South Carolina","http://citadel.edu","SC",687
"688","Kansas City University of Medicine and Biosciences","http://kcumb.edu","MO",688
"689","Cornell University","http://cornell.edu","NY",689
"690","Centre College","http://centre.edu","KY",690
"691","Auburn University at Montgomery","http://aum.edu","AL",691
"692","Marian University Indianapolis","http://marian.edu","IN",692
"693","Wagner College","http://wagner.edu","NY",693
"694","University of Tampa","http://ut.edu","FL",694
"695","Redstone College","http://redstone.edu","CO",695
"696","Pierce College","http://piercecollege.edu","CA",696
"697","Goucher College","http://goucher.edu","MD",697
"698","Castleton State College of Vermont","http://castleton.edu","VT",698
"699","Indiana University Southeast","http://ius.edu","IN",699
"700","Georgetown University","http://georgetown.edu","DC",700
"701","New Mexico State University Alamogordo","http://nmsua.edu","NM",701
"702","Kutztown University","http://kutztown.edu","PA",702
"703","Carroll College","http://carroll.edu","MT",703
"704","School of Continuing Education","http://sce.edu","CA",704
"705","Aims Community College","http://aims.edu","CO",705
"706","Miami Dade College","http://mdc.edu","FL",706
"707","Mid-Pacific Institute","http://midpac.edu","HI",707
"708","Macalester College","http://macalester.edu","MN",708
"709","The University of Rhode Island","http://uri.edu","RI",709
"710","Trinity University","http://trinity.edu","TX",710
"711","Baldwin Wallace University","http://bw.edu","OH",711
"712","Southern Arkansas University Magnolia","http://saumag.edu","AR",712
"713","School for International Training","http://sit.edu","VT",713
"714","Brown Mackie College","http://brownmackie.edu","IN",714
"715","York College of Pennsylvania","http://ycp.edu","PA",715
"716","Dominican University","http://dom.edu","IL",716
"717","Fordham University","http://fordham.edu","NY",717
"718","Clark University","http://clarku.edu","MA",718
"719","Southeastern Baptist Theological Seminary","http://sebts.edu","NC",719
"720","Century College","http://century.edu","MN",720
"721","Community College of Rhode Island","http://ccri.edu","RI",721
"722","University of Texas at El Paso","http://utep.edu","TX",722
"723","Southeast Arkansas College","http://seark.edu","AR",723
"724","Wright State University","http://wright.edu","OH",724
"725","Wor-Wic Community College","http://worwic.edu","MD",725
"726","Connecticut College","http://conncoll.edu","CT",726
"727","Southwestern Illinois College","http://swic.edu","IL",727
"728","Washington and Lee University","http://wlu.edu","VA",728
"729","York County Community College","http://yccc.edu","ME",729
"730","Crown College","http://crown.edu","MN",730
"731","Elon University","http://elon.edu","NC",731
"732","San Diego State University","http://sdsu.edu","CA",732
"733","University of North Carolina Pembroke","http://uncp.edu","NC",733
"734","Mayville State University","http://mayvillestate.edu","ND",734
"735","Vance-Granville Community College","http://vgcc.edu","NC",735
"736","West Hills Community College District","http://whccd.edu","CA",736
"737","State University of New York at Oneonta","http://oneonta.edu","NY",737
"738","Texas Woman’s University","http://twu.edu","TX",738
"739","Nicholls State University","http://nicholls.edu","LA",739
"740","Tarleton State University","http://tarleton.edu","TX",740
"741","University of Massachusetts Amherst","http://umass.edu","MA",741
"742","Gallaudet University","http://gallaudet.edu","DC",742
"743","Baylor University","http://baylor.edu","TX",743
"744","Galen College of Nursing","http://galencollege.edu","TX",744
"745","University of Washington Bothell","http://uwb.edu","WA",745
"746","Diablo Valley College","http://dvc.edu","CA",746
"747","University of the Ozarks","http://ozarks.edu","AR",747
"748","University System of Georgia","http://usg.edu","GA",748
"749","Cerro Coso Community College","http://cerrocoso.edu","CA",749
"750","University of Saint Mary","http://stmary.edu","KS",750
"751","Body Therapy Institute","http://bti.edu","NC",751
"752","Heartland Community College","http://heartland.edu","IL",752
